Simplified,Pinyin,Definition,HSK
雄厚,xiónghòu,abundant; strong and solid; rich,6
雄伟,xióngwěi,grand; majestic,6
修复,xiūfù,restoration; repair,6
修建,xiūjiàn,to build; to construct; renovate,6
修养,xiūyǎng,accomplishment; self-cultivation,6
羞耻,xiūchǐ,(a feeling of) shame,6
绣,xiù,embroider; embroidery,6
嗅觉,xiùjué,sense of smell; scent,6
须知,xūzhī,prerequisites; knowledge requirement,6
虚假,xūjiǎ,false; phony; pretense; deceit,6
虚荣,xūróng,vanity,6
虚伪,xūwěi,false; hypocritical; artificial; sham,6
需求,xūqiú,requirement; demand (economics),6
许可,xǔkě,allow; permit; permission,6
序言,xùyán,"preface of a book, used to explain the book's objective",6
畜牧,xùmù,raise animals,6
酗酒,xùjiǔ,heavy drinking; drink to excess; binge drink,6
宣誓,xuān shì,swear an oath (of office); make a vow,6
宣扬,xuānyáng,publicize; make public or well known,6
喧哗,xuānhuá,cause a scene,6
悬挂,xuánguà,suspend; hang; suspension (cable car),6
悬念,xuánniàn,"reader's involvement; suspense in a movie, place etc",6
悬殊,xuánshū,a wide gap; big contrast; large disparity; a mismatch,6
悬崖峭壁,xuányáqiàobì,cliffside,6
旋律,xuánlǜ,melody; tune; rhythm,6
旋转,xuánzhuǎn,to whirl; to spin; rotate,6
选拔,xuǎnbá,select the best; choose,6
选举,xuǎnjǔ,elect; election,6
选手,xuǎnshǒu,athlete; contestant; player,6
炫耀,xuànyào,to show off; flaunt,6
削弱,xuēruò,weaken; to cripple,6
学说,xuéshuō,theory; doctrine,6
学位,xuéwèi,academic degree; educational level,6
雪上加霜,xuěshàngjiāshuāng,(literally) add frost to snow; one disaster after another; insult added to injury,6
血压,xuèyā,blood pressure,6
熏陶,xūntáo,to influence (positively),6
寻觅,xúnmì,to seek; to look for,6
巡逻,xúnluó,"to patrol (police, army or navy)",6
循环,xúnhuán,circular cycle; loop; circulate,6
循序渐进,xún xù jiàn jìn,make steady progress incrementally; step by step program,6
压迫,yāpò,oppress,6
压岁钱,yāsuìqián,gifts of money given to children during the Spring Festival,6
压缩,yāsuō,to compress,6
压抑,yāyì,constrain or repress one's emotions; inhibition; repressive,6
压榨,yāzhà,"to press; to squeeze; to extract juice, oil, etc. by squeezing",6
压制,yāzhì,suppress; inhibit; stifle,6
鸦雀无声,yāquèwúshēng,not even a crow or sparrow can be heard (idiom); silence reigns,6
亚军,yàjūn,second place; runner-up,6
烟花爆竹,yānhuābàozhú,fireworks and crackers,6
淹没,yānmò,submerge; drown; to flood,6
延期,yán qī,delay; extend; postpone,6
延伸,yánshēn,extend; spread; stretch,6
延续,yánxù,continue; last longer,6
严寒,yánhán,bitter cold; severe winter,6
严禁,yánjìn,strictly prohibit; forbid,6
严峻,yánjùn,grim; severe; rigorous; harsh,6
严厉,yánlì,strict; severe,6
严密,yánmì,strict; closely-knit; tight,6
言论,yánlùn,expression of (political) opinion; speech,6
岩石,yánshí,rock; stone,6
炎热,yánrè,blistering hot; sizzling hot (weather),6
沿海,yánhǎi,coastal,6
掩盖,yǎngài,conceal; cover up; hide behind,6
掩护,yǎnhù,cover; shield; screen,6
掩饰,yǎnshì,conceal a fault; gloss over,6
眼光,yǎnguāng,vision,6
眼色,yǎnsè,a wink; signal with one's eyes,6
眼神,yǎnshén,expression or emotion showing in one's eyes,6
演变,yǎnbiàn,develop; evolve,6
演习,yǎnxí,rehearse; practice; put on a play,6
演绎,yǎnyì,deduction; to deduce; to infer,6
演奏,yǎnzòu,give an instrumental performance,6
厌恶,yànwù,loathe; to hate; detest,6
验收,yànshōu,inspect and then accept (i.e. received goods,6
验证,yànzhèng,inspect and verify,6
氧气,yǎngqì,oxygen,6
样品,yàngpǐn,sample; specimen,6
谣言,yáoyán,rumor,6
摇摆,yáobǎi,to waver; to wag; to sway,6
摇滚,yáogǔn,rock and roll,6
遥控,yáokòng,remote control,6
遥远,yáoyuǎn,distant; remote,6
要点,yàodiǎn,main point; essential,6
要命,yàomìng,cause somebody's death; very; extremely; frighteningly; annoyance,6
要素,yàosù,essential factor; key constituent,6
耀眼,yàoyǎn,dazzle; to shine,6
野蛮,yěmán,barbarous; uncivilized; cruel; wild,6
野心,yěxīn,ambition; wild schemes or ambitions; careerism,6
液体,yètǐ,liquid,6
一度,yídù,for a time; at one time; one time; once,6
一帆风顺,yìfānfēngshùn,(saying) smooth sailing,6
一贯,yíguàn,consistent; constant; from start to finish; then as now,6
一举两得,yìjǔliǎngdé,kill two birds with one stone; (literally) attain two objectives with a single move,6
一流,yīliú,top-grade,6
一目了然,yímùliǎorán,obvious at a glance,6
一如既往,yìrújìwǎng,just as in the past (idiom); as before; continuing as always,6
一丝不苟,yìsībùgǒu,(literally) not one thread loose; strictly according to the rules; meticulous,6
一向,yíxiàng,all along; the whole time; constantly; always,6
衣裳,yīshang,clothes,6
依旧,yījiù,as before; still,6
依据,yījù,according to; basis; foundation,6
依靠,yīkào,rely on; depend on,6
依赖,yīlài,depend on; be dependent on,6
依托,yītuō,rely on; depend on,6
仪器,yíqì,apparatus; (scientific) instrument,6
仪式,yíshì,ceremony,6
遗产,yíchǎn,heritage; legacy,6
遗传,yíchuán,inherit; hereditary,6
遗留,yíliú,legacy; left over; hand down,6
遗失,yíshī,lose; lose due to carelessness,6
疑惑,yíhuò,(a sense of) uncertainty; to feel unsure about something; uncertainty,6
以便,yǐbiàn,so that; in order to,6
以免,yǐmiǎn,so as not to; in order to avoid; lest,6
以往,yǐwǎng,in the past; formerly,6
以至,yǐzhì,down to; up to; to such an extent as to...,6
以致,yǐzhì,so that; as a result,6
亦,yì,also,6
异常,yìcháng,exceptional; abnormal,6
意料,yìliào,expectation; to anticipate; to think ahead,6
意识,yìshi,realize; consciousness; awareness; sense,6
意图,yìtú,intent; intention; intend,6
意味着,yìwèizhe,signify; to mean; imply,6
意向,yìxiàng,will; intent; disposition,6
意志,yìzhì,will; willpower; determination,6
毅力,yìlì,willpower; perseverance; will; stamina; tenacity,6
毅然,yìrán,without hesitation; resolutely; firmly,6
翼,yì,wings; fins on fish; shelter,6
阴谋,yīnmóu,a plot; a conspiracy,6
音响,yīnxiǎng,"(Electronic) speakers; acoustics; sound field (i.e., in a room or theater)",6
引导,yǐndǎo,to guide; to conduct; introduction,6
引擎,yǐnqíng,engine,6
引用,yǐnyòng,quote; cite,6
饮食,yǐnshí,food and drink; diet,6
隐蔽,yǐnbì,conceal; hide; covert; under cover; Take cover!,6
隐患,yǐnhuàn,hidden danger,6
隐瞒,yǐnmán,conceal; hide; (a taboo subject); cover up the truth,6
隐私,yǐnsī,privacy; personal secret,6
隐约,yǐnyuē,vague; faint; indistinct,6
英明,yīngmíng,wise; brilliant,6
英勇,yīngyǒng,bravery; heroic; valiant; gallant,6
婴儿,yīng'ér,baby infant,6
迎面,yíng miàn,face to face; headlong; in one's face,6
盈利,yínglì,profit; gain,6
应酬,yìngchou,socialize with; a social engagement,6
应邀,yìngyāo,at sb.'s invitation,6
拥护,yōnghù,to support; endorse,6
拥有,yōngyǒu,have; possess,6
庸俗,yōngsú,filthy; vulgar; debased,6
永恒,yǒnghéng,eternal; everlasting,6
勇于,yǒngyú,have the courage to; be brave enough,6
涌现,yǒngxiàn,spring up; emerge prominently,6
踊跃,yǒngyuè,eager; enthusiastically,6
用户,yònghù,user; consumer; subscriber; customer,6
优胜劣汰,yōushèngliètài,survival of the fittest,6
优先,yōuxiān,priority; preferential,6
优异,yōuyì,exceptional; excellent; outstandingly good,6
优越,yōuyuè,superior; superiority,6
忧郁,yōuyù,melancholy; dejected,6
犹如,yóurú,just as; similar to; appearing to be,6
油腻,yóunì,greasy or oily (food),6
油漆,yóuqī,oil paint; varnish,6
有条不紊,yǒutiáobùwěn,in an orderly way; methodically; systematically; methodical,6
幼稚,yòuzhì,childish; naïve; immature,6
诱惑,yòuhuò,tempt; temptation; entice; lure; attract,6
渔民,yúmín,fisherman; fisher folk,6
愚蠢,yúchǔn,silly; stupid,6
愚昧,yúmèi,ignorant; benighted,6
舆论,yúlùn,public opinion,6
与日俱增,yǔrìjùzēng,grow with each passing day,6
宇宙,yǔzhòu,universe; cosmos,6
羽绒服,yǔróngfú,down jacket,6
玉,yù,jade (Kangxi radical 96),6
预料,yùliào,anticipate; to forecast; expectation,6
预期,yùqī,expect; expected; anticipate,6
预算,yùsuàn,budget,6
预先,yùxiān,beforehand; prior,6
预言,yùyán,predict; prophecy,6
预兆,yùzhào,"omen, sign",6
欲望,yùwàng,desire; lust,6
寓言,yùyán,fable,6
愈,yù,recover; heal; the more ... the more,6
冤枉,yuānwang,to wrong; injustice; not worthwhile,6
元首,yuánshǒu,head of state,6
元素,yuánsù,element; element of a set; chemical element,6
元宵节,Yuánxiāo Jié,the Lantern Festival,6
园林,yuánlín,gardens; park; landscape,6
原告,yuángào,plaintiff; complainant; accuser,6
原理,yuánlǐ,principle; theory,6
原始,yuánshǐ,first; original; primitive,6
原先,yuánxiān,former; original,6
圆满,yuánmǎn,satisfactory,6
缘故,yuángù,reason; cause,6
源泉,yuánquán,headspring; fountainhead; water source,6
约束,yuēshù,restrict; limit to; constrain; restriction,6
乐谱,yuèpǔ,sheet music,6
岳母,yuèmǔ,wife's mother; mother-in-law,6
孕育,yùnyù,"be pregnant; to produce offspring; nurture (a development, school of thought, artwork, etc.)",6
运算,yùnsuàn,(mathematical) operation,6
运行,yùnxíng,movement; be in motion; run,6
酝酿,yùnniàng,mull over (an issue); hold a preliminary round of exploratory discussions,6
蕴藏,yùncáng,hold in store; contain untapped quantities,6
熨,yùn,iron; press,6
杂技,zájì,acrobatics,6
杂交,zájiāo,create a hybrid; cross-fertilize,6
砸,zá,to smash; to pound; to break; fail,6
咋,zǎ,how/why (contraction of 怎么),6
灾难,zāinàn,disaster; catastrophe,6
栽培,zāipéi,grow; educate; cultivate,6
宰,zǎi,slaughter; butcher; govern; rule; imperial official in dynastic China,6
再接再厉,zàijiēzàilì,continue the struggle; persist; unremitting efforts,6
在意,zài yì,care about; mind; care,6
攒,zǎn,save; hoard,6
暂且,zànqiě,for the moment; for the time being; temporarily,6
赞叹,zàntàn,sigh or grasp in admiration; highly praise,6
赞助,zànzhù,support; sponsor,6
遭受,zāoshòu,suffer; suffering; be subjected to (something unfortunate),6
遭殃,zāo yāng,to suffer a calamity; go through a disaster,6
遭遇,zāoyù,befall; suffer; encounter,6
糟蹋,zāotà,waste; ruin; wreck; spoil; slander,6
造型,zàoxíng,make a model; to mold,6
噪音,zàoyīn,uproar; rumble; noise; static,6
责怪,zéguài,blame; rebuke,6
贼,zéi,thief,6
增添,zēngtiān,add to; increase,6
赠送,zèngsòng,give as a present,6
扎,zhā,to prick; push a needle into; penetrating,6
扎实,zhāshi,strong; sturdy; practical,6
渣,zhā,dregs; slag,6
眨,zhǎ,wink; blink,6
诈骗,zhàpiàn,defraud; swindle; blackmail,6
摘要,zhāiyào,summary; abstract,6
债券,zhàiquàn,bond,6
沾光,zhān guāng,bask in the light; benefit from association with sth.; reflected glory,6
瞻仰,zhānyǎng,look at with reverence; admire,6
斩钉截铁,zhǎn dīng jié tiě,to chop the nail and slice the iron (idiom); resolute and decisive; definitely,6
展示,zhǎnshì,open up; reveal; to display,6
展望,zhǎnwàng,outlook; prospect; to look ahead; look forward to,6
展现,zhǎnxiàn,come out; emerge; express; show,6
崭新,zhǎnxīn,brand new,6
占据,zhànjù,occupy; hold; inhabit,6
占领,zhànlǐng,occupy (a territory); capture; seize,6
战斗,zhàndòu,to fight; to battle; to struggle,6
战略,zhànlüè,strategy,6
战术,zhànshù,(military) tactics,6
战役,zhànyì,military campaign; battle,6
章程,zhāngchéng,written rules; statute; regulations; charter of a corporation,6
帐篷,zhàngpeng,tent,6
障碍,zhàng'ài,barrier; obstacle,6
招标,zhāobiāo,to beckon; to invite bids,6
招收,zhāoshōu,recruit; take in; to hire,6
朝气蓬勃,zhāo qì péng bó,full of youthful energy (idiom); full of vigour and vitality; energetic; spirited; a bright spark,6
着迷,zháomí,to be fascinated,6
沼泽,zhǎozé,marsh; swamp; glade; wetlands,6
照样,zhàoyàng,as before; (same) as usual,6
照耀,zhàoyào,to shine; illuminate,6
折腾,zhēteng,toss from side to side (e.g. sleeplessly); do something over and over again; cause suffering; play crazy; screw around,6
遮挡,zhēdǎng,shelter from; keep out,6
折,zhé,to break; to fracture; convert into; to fold,6
折磨,zhémo,persecute; to torture,6
侦探,zhēntàn,detective,6
珍贵,zhēnguì,precious,6
珍稀,zhēnxī,rare; precious and uncommon,6
珍珠,zhēnzhū,pearl,6
真理,zhēnlǐ,truth,6
真相,zhēnxiàng,the actual facts; reality,6
真挚,zhēnzhì,sincere; sincerity; genuine,6
斟酌,zhēnzhuó,Consider; deliberate,6
枕头,zhěntou,pillow,6
阵地,zhèndì,position; battlefront,6
阵容,zhènróng,line-up; troop arrangement,6
振奋,zhènfèn,stir oneself up; raise one's spirits; inspire,6
振兴,zhènxīng,develop vigorously; promote; revive; revitalize; invigorate; re-energize,6
震撼,zhènhàn,to shake,6
震惊,zhènjīng,shock; astonish; amaze,6
镇定,zhèndìng,cool; calm; unperturbed,6
镇静,zhènjìng,calm; cool; tranquil,6
正月,zhēngyuè,the first month of the lunar calendar,6
争端,zhēngduān,dispute; controversy; conflict,6
争夺,zhēngduó,fight over,6
争气,zhēng qì,work hard for sth.; determined not to fall short,6
争先恐后,zhēng xiān kǒng hòu,striving to be first; compete with each other,6
争议,zhēngyì,controversy; dispute; contention,6
征服,zhēngfú,conquer; subdue,6
征收,zhēngshōu,levy (fine); impose (tariff),6
挣扎,zhēngzhá,to struggle,6
蒸发,zhēngfā,evaporate; evaporation,6
整顿,zhěngdùn,organize; consolidate,6
正当,zhèng dāng,"timely; just when, (dàng) proper",6
正负,zhèngfù,positive and negative; plus-minus,6
正规,zhèngguī,formal; regular; according to standards,6
正经,zhèngjing,decent; serious; standard; really,6
正气,zhèngqì,healthy environment; healthy atmosphere,6
正义,zhèngyì,justice; righteous,6
正宗,zhèngzōng,"authentic, orthodox; old school",6
证实,zhèngshí,confirm; verify,6
证书,zhèngshū,certificate; credentials,6
郑重,zhèngzhòng,serious; solemn,6
政策,zhèngcè,policy,6
政权,zhèngquán,regime; political power; authority,6
症状,zhèngzhuàng,symptom (of an illness),6
之际,zhījì,during; at the time of; the time when something happens,6
支撑,zhīchēng,support; prop up; crutch; brace,6
支出,zhīchū,spend; pay out; expense,6
支流,zhīliú,tributary; minor aspect; offshoot,6
支配,zhīpèi,to control,6
支援,zhīyuán,to support; assist; aid,6
支柱,zhīzhù,pillar; prop; mainstay; backbone,6
枝,zhī,"branch; twig; (mw for sticks, rods, pencils)",6
知觉,zhījué,perception; consciousness; feeling,6
知足常乐,zhīzúchánglè,content with what one has,6
脂肪,zhīfáng,body fat,6
执行,zhíxíng,implementation; carry out; execute,6
执着,zhízhuó,to refuse to change one's viewpoint,6
直播,zhíbō,live broadcast (not recorded),6
直径,zhíjìng,diameter,6
侄子,zhízi,nephew; brother's son or daughter,6
值班,zhí bān,be on duty; work a shift,6
职能,zhínéng,function; role,6
职位,zhíwèi,(professional) position,6
职务,zhíwù,post; a position; job; duties,6
殖民地,zhímíndì,colony,6
指标,zhǐbiāo,target; norm; index; indicator,6
指定,zhǐdìng,appoint; designate,6
指甲,zhǐjia,fingernail,6
指令,zhǐlìng,order; command; instruction,6
指南针,zhǐnánzhēn,compass,6
指示,zhǐshì,indicate; instruct; instructions,6
指望,zhǐwàng,hope for; count on; hope,6
指责,zhǐzé,to censure; criticize; find fault with,6
志气,zhìqì,ambition; resolve; backbone; drive; spirit,6
制裁,zhìcái,punish; (economic) sanctions,6
制服,zhìfú,uniform; to subdue; to bring under control,6
制约,zhìyuē,restrict; condition,6
制止,zhìzhǐ,to curb; to put a stop to,6
治安,zhì'ān,law and order; public security,6
治理,zhìlǐ,to bring under control; to govern; to manage,6
致辞,zhìcí,make/deliver a speech,6
致力,zhìlì,work for; devote one's efforts,6
致使,zhìshǐ,cause; result in,6
智力,zhìlì,intelligence; intellect,6
